latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-24.484,-59.689,327.7,1.1,1,2020-09-26,1755,Aqua,MODIS,47,6.0NRT,308.4,9,D
-24.711,-61.142,330.1,1,1,2020-09-26,1755,Aqua,MODIS,58,6.0NRT,313.7,11.9,D
-24.659,-60.786,355.9,1,1,2020-09-26,1755,Aqua,MODIS,97,6.0NRT,318.6,54.4,D
-24.658,-60.776,357.1,1,1,2020-09-26,1755,Aqua,MODIS,98,6.0NRT,320.3,55.9,D
-24.656,-60.766,359.8,1,1,2020-09-26,1755,Aqua,MODIS,99,6.0NRT,319.7,63.8,D
-24.6,-60.386,329.3,1,1,2020-09-26,1755,Aqua,MODIS,66,6.0NRT,311.6,12.5,D
-24.512,-59.813,351.4,1.1,1,2020-09-26,1755,Aqua,MODIS,94,6.0NRT,314.5,52.2,D
-24.511,-59.803,328.4,1.1,1,2020-09-26,1755,Aqua,MODIS,63,6.0NRT,312.9,10.2,D
-24.668,-60.784,352.7,1,1,2020-09-26,1755,Aqua,MODIS,95,6.0NRT,316.3,46.7,D
-24.667,-60.774,347.4,1,1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,318.7,34,D
-24.665,-60.764,368.5,1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,323.2,89.3,D
-24.664,-60.754,365.1,1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,320.9,82.4,D
-24.662,-60.744,330.4,1,1,2020-09-26,1755,Aqua,MODIS,69,6.0NRT,313.9,11.4,D
-24.477,-59.527,338.8,1.1,1,2020-09-26,1755,Aqua,MODIS,83,6.0NRT,312.1,25.4,D
-24.467,-59.463,350.2,1.1,1,2020-09-26,1755,Aqua,MODIS,93,6.0NRT,312.2,50.5,D
-24.466,-59.452,343.1,1.1,1,2020-09-26,1755,Aqua,MODIS,87,6.0NRT,311.5,34.6,D
-24.74,-61.217,335.2,1,1,2020-09-26,1755,Aqua,MODIS,72,6.0NRT,312.7,16.4,D
-24.677,-60.782,359.4,1,1,2020-09-26,1755,Aqua,MODIS,99,6.0NRT,315.6,66.5,D
-24.676,-60.772,368.9,1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,318.2,94,D
-24.674,-60.762,358.6,1,1,2020-09-26,1755,Aqua,MODIS,99,6.0NRT,319.5,63.8,D
-24.673,-60.752,367.6,1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,319.6,91.2,D
-24.671,-60.743,333.8,1,1,2020-09-26,1755,Aqua,MODIS,73,6.0NRT,313.7,15.9,D
-24.575,-60.098,332,1,1,2020-09-26,1755,Aqua,MODIS,72,6.0NRT,311.9,15.9,D
-24.569,-60.057,325.4,1,1,2020-09-26,1755,Aqua,MODIS,44,6.0NRT,312.1,8.2,D
-24.49,-59.547,329.4,1.1,1,2020-09-26,1755,Aqua,MODIS,46,6.0NRT,311.8,10.8,D
-24.488,-59.536,333.1,1.1,1,2020-09-26,1755,Aqua,MODIS,66,6.0NRT,312.2,15.5,D
-24.487,-59.525,339.3,1.1,1,2020-09-26,1755,Aqua,MODIS,83,6.0NRT,313.5,25.5,D
-24.686,-60.781,359.7,1,1,2020-09-26,1755,Aqua,MODIS,99,6.0NRT,317.4,69.1,D
-24.685,-60.771,360.4,1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,316,71.2,D
-24.534,-59.766,353.8,1.1,1,2020-09-26,1755,Aqua,MODIS,96,6.0NRT,314,57.2,D
-24.79,-61.431,333.4,1,1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,316,15,D
-24.788,-61.421,331.2,1,1,2020-09-26,1755,Aqua,MODIS,69,6.0NRT,314.8,12.1,D
-24.563,-59.9,326.5,1.1,1,2020-09-26,1755,Aqua,MODIS,54,6.0NRT,311.9,9.5,D
-24.546,-59.785,341.1,1.1,1,2020-09-26,1755,Aqua,MODIS,85,6.0NRT,315.2,29.6,D
-24.543,-59.764,336.5,1.1,1,2020-09-26,1755,Aqua,MODIS,80,6.0NRT,313,20.5,D
-24.5,-59.49,328.9,1.1,1,2020-09-26,1755,Aqua,MODIS,65,6.0NRT,311.7,10.6,D
-24.806,-60.284,334.1,1,1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,313.3,18.3,D
-24.76,-59.978,353.2,1,1,2020-09-26,1755,Aqua,MODIS,95,6.0NRT,314.7,55.1,D
-24.758,-59.968,328.6,1,1,2020-09-26,1755,Aqua,MODIS,44,6.0NRT,311.5,9.7,D
-24.618,-59.063,376.3,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,318.7,142.3,D
-24.616,-59.052,358.3,1.1,1.1,2020-09-26,1755,Aqua,MODIS,99,6.0NRT,316.5,73.8,D
-24.769,-59.976,349,1,1,2020-09-26,1755,Aqua,MODIS,92,6.0NRT,313.3,45.7,D
-24.767,-59.966,328.6,1,1,2020-09-26,1755,Aqua,MODIS,48,6.0NRT,311.4,10.1,D
-24.64,-59.138,351.8,1.1,1.1,2020-09-26,1755,Aqua,MODIS,94,6.0NRT,313.8,54.7,D
-24.627,-59.061,357,1.1,1.1,2020-09-26,1755,Aqua,MODIS,98,6.0NRT,314.9,71.2,D
-24.626,-59.05,373.6,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,316,131,D
-25.228,-63.151,343,1.1,1,2020-09-26,1755,Aqua,MODIS,86,6.0NRT,324.9,29.8,D
-24.703,-59.483,327.5,1.1,1,2020-09-26,1755,Aqua,MODIS,61,6.0NRT,311.2,9.5,D
-24.658,-59.191,356.7,1.1,1.1,2020-09-26,1755,Aqua,MODIS,98,6.0NRT,311,72.3,D
-24.649,-59.137,355.2,1.1,1.1,2020-09-26,1755,Aqua,MODIS,97,6.0NRT,313.7,63.5,D
-24.637,-59.059,328.9,1.1,1.1,2020-09-26,1755,Aqua,MODIS,45,6.0NRT,310.3,11,D
-24.635,-59.048,337.8,1.1,1.1,2020-09-26,1755,Aqua,MODIS,82,6.0NRT,311.5,25.4,D
-24.616,-58.926,328.6,1.1,1.1,2020-09-26,1755,Aqua,MODIS,53,6.0NRT,312.4,11.5,D
-24.614,-58.914,334.2,1.1,1.1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,312.7,20.8,D
-25.234,-63.156,345.5,1.1,1,2020-09-26,1755,Aqua,MODIS,61,6.0NRT,321.9,33.1,D
-24.662,-59.196,330.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,67,6.0NRT,308.7,16.6,D
-24.661,-59.185,334.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,308.8,22.4,D
-24.654,-59.141,335.8,1.1,1.1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,311.1,22.5,D
-24.639,-59.053,340.2,1.1,1.1,2020-09-26,1755,Aqua,MODIS,85,6.0NRT,310.4,31.8,D
-24.618,-58.92,354.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,96,6.0NRT,313.9,63,D
-24.616,-58.908,335.8,1.1,1.1,2020-09-26,1755,Aqua,MODIS,52,6.0NRT,313.4,19.9,D
-24.833,-60.232,338.6,1,1,2020-09-26,1755,Aqua,MODIS,83,6.0NRT,310.8,25.8,D
-24.815,-60.11,326.4,1,1,2020-09-26,1755,Aqua,MODIS,57,6.0NRT,311.9,8.8,D
-24.626,-58.906,343.6,1.1,1.1,2020-09-26,1755,Aqua,MODIS,81,6.0NRT,314.1,33.3,D
-24.624,-58.895,352.3,1.1,1.1,2020-09-26,1755,Aqua,MODIS,95,6.0NRT,313.8,54.6,D
-24.839,-60.21,326,1,1,2020-09-26,1755,Aqua,MODIS,54,6.0NRT,311.5,7.8,D
-24.767,-59.736,369.4,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,314.4,108.3,D
-24.765,-59.726,349.1,1.1,1,2020-09-26,1755,Aqua,MODIS,92,6.0NRT,312.7,49.3,D
-24.731,-59.505,334.3,1.1,1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,313.9,19.8,D
-24.729,-59.494,327.5,1.1,1,2020-09-26,1755,Aqua,MODIS,52,6.0NRT,311.3,9.4,D
-24.633,-58.893,343.5,1.1,1.1,2020-09-26,1755,Aqua,MODIS,88,6.0NRT,313.5,33.3,D
-25.564,-65.64,340.7,1.5,1.2,2020-09-26,1755,Aqua,MODIS,87,6.0NRT,312,54.8,D
-24.643,-58.891,371.5,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,318.1,121.8,D
-25.575,-65.639,337.5,1.5,1.2,2020-09-26,1755,Aqua,MODIS,85,6.0NRT,311.7,45.4,D
-24.691,-59.134,328.6,1.1,1.1,2020-09-26,1755,Aqua,MODIS,40,6.0NRT,310.9,11.9,D
-24.654,-58.901,343.8,1.1,1.1,2020-09-26,1755,Aqua,MODIS,86,6.0NRT,313.8,33.5,D
-24.652,-58.89,377.1,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,318.4,146.7,D
-24.706,-59.165,328.1,1.1,1.1,2020-09-26,1755,Aqua,MODIS,31,6.0NRT,308.5,11.8,D
-24.701,-59.132,344,1.1,1.1,2020-09-26,1755,Aqua,MODIS,88,6.0NRT,310.8,39.2,D
-24.664,-58.899,347.1,1.1,1.1,2020-09-26,1755,Aqua,MODIS,91,6.0NRT,314.4,43.1,D
-24.662,-58.888,378.3,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,316.2,153.4,D
-24.675,-58.908,335.6,1.1,1.1,2020-09-26,1755,Aqua,MODIS,79,6.0NRT,312.7,22.1,D
-24.673,-58.897,345.9,1.1,1.1,2020-09-26,1755,Aqua,MODIS,90,6.0NRT,312.8,42.7,D
-24.672,-58.886,347.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,91,6.0NRT,312.5,46.2,D
-24.413,-60.057,330.5,1,1,2020-09-26,1755,Aqua,MODIS,50,6.0NRT,313.1,11.4,D
-24.411,-60.046,332.8,1,1,2020-09-26,1755,Aqua,MODIS,71,6.0NRT,313.3,14.3,D
-24.399,-59.964,325.4,1.1,1,2020-09-26,1755,Aqua,MODIS,36,6.0NRT,311.4,7.1,D
-24.368,-59.766,328.3,1.1,1,2020-09-26,1755,Aqua,MODIS,61,6.0NRT,310.6,11.3,D
-24.316,-59.427,348.6,1.1,1,2020-09-26,1755,Aqua,MODIS,92,6.0NRT,314.9,49.6,D
-24.314,-59.416,384.3,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,322.1,178.7,D
-24.313,-59.405,401.9,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,323.9,284.7,D
-24.311,-59.394,360.8,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,313.3,83.3,D
-24.524,-60.74,334.2,1,1,2020-09-26,1755,Aqua,MODIS,76,6.0NRT,315.4,16.4,D
-24.523,-60.731,347.8,1,1,2020-09-26,1755,Aqua,MODIS,91,6.0NRT,315.4,39.9,D
-24.405,-59.942,334.4,1.1,1,2020-09-26,1755,Aqua,MODIS,76,6.0NRT,312,18.6,D
-24.403,-59.931,326.4,1.1,1,2020-09-26,1755,Aqua,MODIS,50,6.0NRT,311,7.6,D
-24.365,-59.681,331.7,1.1,1,2020-09-26,1755,Aqua,MODIS,71,6.0NRT,313.5,15.2,D
-24.325,-59.425,356.4,1.1,1,2020-09-26,1755,Aqua,MODIS,97,6.0NRT,319.1,70.3,D
-24.324,-59.414,413.3,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,337.7,375.5,D
-24.322,-59.403,408.6,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,331,335.3,D
-24.32,-59.393,360.7,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,314.3,82.6,D
-24.411,-59.945,328,1.1,1,2020-09-26,1755,Aqua,MODIS,48,6.0NRT,311.7,9.2,D
-24.41,-59.935,336.1,1.1,1,2020-09-26,1755,Aqua,MODIS,79,6.0NRT,312,21,D
-24.371,-59.685,336.4,1.1,1,2020-09-26,1755,Aqua,MODIS,42,6.0NRT,315.2,17.1,D
-24.369,-59.674,335.7,1.1,1,2020-09-26,1755,Aqua,MODIS,50,6.0NRT,314.3,16.9,D
-24.331,-59.429,342.5,1.1,1,2020-09-26,1755,Aqua,MODIS,87,6.0NRT,313.8,33.7,D
-24.329,-59.419,428.3,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,334,515.5,D
-24.327,-59.408,462.1,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,400.1,989.7,D
-24.325,-59.397,402.5,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,322.3,285.1,D
-24.615,-61.246,331.4,1,1,2020-09-26,1755,Aqua,MODIS,66,6.0NRT,313.3,14.4,D
-24.614,-61.236,351.4,1,1,2020-09-26,1755,Aqua,MODIS,94,6.0NRT,314.5,48.9,D
-24.385,-59.714,353.4,1.1,1,2020-09-26,1755,Aqua,MODIS,95,6.0NRT,315.1,52.6,D
-24.777,-59.496,334.1,1.1,1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,312.2,19.9,D
-24.828,-59.703,328.7,1.1,1,2020-09-26,1755,Aqua,MODIS,65,6.0NRT,311.1,14.7,D
-24.827,-59.693,332.4,1.1,1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,310.7,19.4,D
-24.737,-59.114,328.9,1.1,1.1,2020-09-26,1755,Aqua,MODIS,59,6.0NRT,310.4,13,D
-25.303,-62.975,336.2,1.1,1,2020-09-26,1755,Aqua,MODIS,78,6.0NRT,314.8,18.7,D
-24.834,-59.696,335.5,1.1,1,2020-09-26,1755,Aqua,MODIS,79,6.0NRT,311.3,23.4,D
-24.743,-59.117,326.9,1.1,1.1,2020-09-26,1755,Aqua,MODIS,58,6.0NRT,310,10.7,D
-24.741,-59.106,326.3,1.1,1.1,2020-09-26,1755,Aqua,MODIS,52,6.0NRT,310.5,9.4,D
-25.312,-62.973,337.4,1.1,1,2020-09-26,1755,Aqua,MODIS,80,6.0NRT,314.7,20.1,D
-24.782,-59.301,326.4,1.1,1,2020-09-26,1755,Aqua,MODIS,48,6.0NRT,308.2,9.9,D
-25.321,-62.972,334.1,1.1,1,2020-09-26,1755,Aqua,MODIS,75,6.0NRT,316.2,15.7,D
-25.32,-62.961,339.9,1.1,1,2020-09-26,1755,Aqua,MODIS,83,6.0NRT,317.4,25.2,D
-25.011,-60.739,335.5,1,1,2020-09-26,1755,Aqua,MODIS,79,6.0NRT,313.5,20.3,D
-24.885,-59.9,336.5,1,1,2020-09-26,1755,Aqua,MODIS,70,6.0NRT,313.1,20.4,D
-24.831,-59.555,328.1,1.1,1,2020-09-26,1755,Aqua,MODIS,64,6.0NRT,309,12.4,D
-24.793,-59.31,330.5,1.1,1,2020-09-26,1755,Aqua,MODIS,65,6.0NRT,310.2,14,D
-24.791,-59.299,335.5,1.1,1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,310.4,21.5,D
-25.331,-62.97,358.8,1.1,1,2020-09-26,1755,Aqua,MODIS,99,6.0NRT,319.8,68.9,D
-25.329,-62.96,346.6,1.1,1,2020-09-26,1755,Aqua,MODIS,90,6.0NRT,318.6,38,D
-25.105,-61.321,328.6,1,1,2020-09-26,1755,Aqua,MODIS,62,6.0NRT,313.3,10,D
-24.942,-60.215,338.3,1,1,2020-09-26,1755,Aqua,MODIS,83,6.0NRT,312.9,23.1,D
-24.894,-59.898,333.2,1,1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,313.7,16,D
-24.875,-59.525,330.8,1.1,1,2020-09-26,1755,Aqua,MODIS,71,6.0NRT,311.1,15,D
-24.848,-59.355,328.1,1.1,1,2020-09-26,1755,Aqua,MODIS,64,6.0NRT,310.7,12.1,D
-24.846,-59.344,346.6,1.1,1,2020-09-26,1755,Aqua,MODIS,91,6.0NRT,310.9,45.5,D
-24.79,-58.983,353.6,1.1,1.1,2020-09-26,1755,Aqua,MODIS,96,6.0NRT,315.4,61.5,D
-24.788,-58.972,374.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,315.7,135.3,D
-25.012,-60.369,326,1,1,2020-09-26,1755,Aqua,MODIS,44,6.0NRT,311.7,7.4,D
-25.01,-60.359,328.6,1,1,2020-09-26,1755,Aqua,MODIS,65,6.0NRT,311.8,11.4,D
-24.932,-59.838,339.3,1.1,1,2020-09-26,1755,Aqua,MODIS,84,6.0NRT,312.8,25.9,D
-24.876,-59.47,328.6,1.1,1,2020-09-26,1755,Aqua,MODIS,65,6.0NRT,310.1,12.1,D
-24.874,-59.46,375.4,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,315.2,134.3,D
-24.872,-59.449,331.4,1.1,1,2020-09-26,1755,Aqua,MODIS,72,6.0NRT,310.2,15.8,D
-24.799,-58.981,374.5,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,320.9,134.8,D
-24.798,-58.97,403.3,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,322.9,305.1,D
-24.983,-60.114,327.9,1,1,2020-09-26,1755,Aqua,MODIS,63,6.0NRT,311.4,10,D
-24.943,-59.847,330.6,1.1,1,2020-09-26,1755,Aqua,MODIS,33,6.0NRT,312.8,11.8,D
-24.941,-59.836,351.9,1.1,1,2020-09-26,1755,Aqua,MODIS,95,6.0NRT,315.4,51.8,D
-24.898,-59.554,328.8,1.1,1,2020-09-26,1755,Aqua,MODIS,23,6.0NRT,311.3,13.2,D
-24.885,-59.469,345.5,1.1,1,2020-09-26,1755,Aqua,MODIS,90,6.0NRT,313.1,40.5,D
-24.883,-59.458,374.4,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,316.6,129.5,D
-24.809,-58.979,335.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,79,6.0NRT,313.9,20.3,D
-24.807,-58.968,351.8,1.1,1.1,2020-09-26,1755,Aqua,MODIS,94,6.0NRT,315.3,56.7,D
-24.948,-59.84,369.8,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,316.4,103.2,D
-24.947,-59.829,340.5,1.1,1,2020-09-26,1755,Aqua,MODIS,85,6.0NRT,312.6,26.8,D
-24.904,-59.557,332.2,1.1,1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,311.9,15.5,D
-24.889,-59.462,399.8,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,317.9,260.7,D
-24.887,-59.451,341,1.1,1,2020-09-26,1755,Aqua,MODIS,86,6.0NRT,311,30.7,D
-24.957,-59.838,361.9,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,314.6,77.8,D
-24.956,-59.828,335.3,1.1,1,2020-09-26,1755,Aqua,MODIS,79,6.0NRT,311.7,18.6,D
-24.923,-59.619,337.3,1.1,1,2020-09-26,1755,Aqua,MODIS,81,6.0NRT,310,26.1,D
-24.903,-59.492,333.9,1.1,1,2020-09-26,1755,Aqua,MODIS,62,6.0NRT,312.6,17,D
-24.902,-59.482,330.6,1.1,1,2020-09-26,1755,Aqua,MODIS,28,6.0NRT,310.9,11.7,D
-24.898,-59.46,361.4,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,311.9,80.2,D
-24.851,-59.159,327.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,52,6.0NRT,310.5,10.9,D
-24.784,-58.746,338,1.2,1.1,2020-09-26,1755,Aqua,MODIS,82,6.0NRT,313.2,26.9,D
-24.764,-58.62,327.3,1.2,1.1,2020-09-26,1755,Aqua,MODIS,62,6.0NRT,310.2,12,D
-24.762,-58.609,332.1,1.2,1.1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,311.3,19.9,D
-24.933,-59.617,326.6,1.1,1,2020-09-26,1755,Aqua,MODIS,58,6.0NRT,309.6,10,D
-24.913,-59.49,331.3,1.1,1,2020-09-26,1755,Aqua,MODIS,64,6.0NRT,312.7,13.6,D
-24.911,-59.48,331.6,1.1,1,2020-09-26,1755,Aqua,MODIS,66,6.0NRT,311.8,13.9,D
-24.86,-59.157,357.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,98,6.0NRT,311.8,73.7,D
-24.858,-59.146,333.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,311.2,18.9,D
-24.968,-59.783,327.3,1.1,1,2020-09-26,1755,Aqua,MODIS,58,6.0NRT,311.8,8.6,D
-24.774,-58.559,330,1.2,1.1,2020-09-26,1755,Aqua,MODIS,70,6.0NRT,310.7,16,D
-24.949,-59.603,332.3,1.1,1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,309.3,17.1,D
-24.9,-59.227,331.6,1.1,1,2020-09-26,1755,Aqua,MODIS,73,6.0NRT,308.9,18.3,D
-25.042,-60.086,358.9,1,1,2020-09-26,1755,Aqua,MODIS,99,6.0NRT,314.2,68.2,D
-25.033,-60.025,330,1,1,2020-09-26,1755,Aqua,MODIS,69,6.0NRT,312.4,13.3,D
-25.218,-61.214,326.5,1,1,2020-09-26,1755,Aqua,MODIS,52,6.0NRT,313.1,7.4,D
-25.071,-60.217,328.9,1,1,2020-09-26,1755,Aqua,MODIS,66,6.0NRT,310.3,12.5,D
-25.051,-60.085,341.1,1,1,2020-09-26,1755,Aqua,MODIS,86,6.0NRT,315,27.7,D
-25.042,-60.023,326.1,1,1,2020-09-26,1755,Aqua,MODIS,31,6.0NRT,312.5,8.1,D
-24.979,-59.608,325.2,1.1,1,2020-09-26,1755,Aqua,MODIS,40,6.0NRT,310.7,8.2,D
-24.991,-59.628,338.3,1.1,1,2020-09-26,1755,Aqua,MODIS,83,6.0NRT,310.9,27.6,D
-24.988,-59.607,334.3,1.1,1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,312.3,20.7,D
-24.929,-59.222,354,1.1,1,2020-09-26,1755,Aqua,MODIS,96,6.0NRT,310.3,64.1,D
-24.927,-59.211,358.5,1.1,1,2020-09-26,1755,Aqua,MODIS,99,6.0NRT,309.8,76.9,D
-24.925,-59.2,343.7,1.1,1,2020-09-26,1755,Aqua,MODIS,88,6.0NRT,310,39.8,D
-24.871,-58.858,332.4,1.1,1.1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,311.5,16.6,D
-25.525,-63.318,345.9,1.1,1,2020-09-26,1755,Aqua,MODIS,90,6.0NRT,317.7,34.7,D
-24.935,-59.198,379,1.1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,315.9,155.1,D
-24.933,-59.188,338.2,1.1,1,2020-09-26,1755,Aqua,MODIS,82,6.0NRT,309.4,28.9,D
-25.533,-63.344,349.1,1.1,1,2020-09-26,1755,Aqua,MODIS,92,6.0NRT,320.9,43.2,D
-25.531,-63.322,352.1,1.1,1,2020-09-26,1755,Aqua,MODIS,94,6.0NRT,318.2,51.9,D
-25.041,-59.837,341.4,1,1,2020-09-26,1755,Aqua,MODIS,86,6.0NRT,314,30.7,D
-25.039,-59.827,344.5,1.1,1,2020-09-26,1755,Aqua,MODIS,89,6.0NRT,314.1,36.9,D
-25.037,-59.816,328,1.1,1,2020-09-26,1755,Aqua,MODIS,62,6.0NRT,311.7,10,D
-24.941,-59.202,335.8,1.1,1,2020-09-26,1755,Aqua,MODIS,80,6.0NRT,310.6,24,D
-24.939,-59.191,341.1,1.1,1,2020-09-26,1755,Aqua,MODIS,86,6.0NRT,310.9,33.7,D
-24.869,-58.758,337.1,1.2,1.1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,314.6,22,D
-24.867,-58.747,380.5,1.2,1.1,2020-09-26,1755,Aqua,MODIS,94,6.0NRT,316.2,165.4,D
-24.865,-58.735,334.4,1.2,1.1,2020-09-26,1755,Aqua,MODIS,73,6.0NRT,313,17,D
-25.094,-60.123,344.2,1,1,2020-09-26,1755,Aqua,MODIS,89,6.0NRT,313.3,34.5,D
-25.092,-60.113,348.8,1,1,2020-09-26,1755,Aqua,MODIS,92,6.0NRT,313.5,43.6,D
-25.026,-59.679,326.9,1.1,1,2020-09-26,1755,Aqua,MODIS,50,6.0NRT,311.3,8.8,D
-25.024,-59.669,345.5,1.1,1,2020-09-26,1755,Aqua,MODIS,90,6.0NRT,312.9,40.2,D
-25.022,-59.658,338,1.1,1,2020-09-26,1755,Aqua,MODIS,82,6.0NRT,310.5,25.7,D
-24.879,-58.756,377.8,1.2,1.1,2020-09-26,1755,Aqua,MODIS,0,6.0NRT,317.2,151.9,D
-24.875,-58.733,339.6,1.2,1.1,2020-09-26,1755,Aqua,MODIS,73,6.0NRT,313.2,25.9,D
-24.845,-58.55,348.3,1.2,1.1,2020-09-26,1755,Aqua,MODIS,92,6.0NRT,310.7,54.9,D
-24.843,-58.538,350.7,1.2,1.1,2020-09-26,1755,Aqua,MODIS,94,6.0NRT,310.8,62,D
-25.103,-60.121,330.6,1,1,2020-09-26,1755,Aqua,MODIS,71,6.0NRT,313,13.3,D
-25.101,-60.111,330.1,1,1,2020-09-26,1755,Aqua,MODIS,70,6.0NRT,313.1,12.5,D
-25.1,-60.101,333.8,1,1,2020-09-26,1755,Aqua,MODIS,77,6.0NRT,313.2,16.8,D
-25.092,-60.05,327.6,1,1,2020-09-26,1755,Aqua,MODIS,63,6.0NRT,311.5,9.1,D
-25.033,-59.667,329.8,1.1,1,2020-09-26,1755,Aqua,MODIS,69,6.0NRT,312.3,13.4,D
-24.894,-58.788,374.3,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,318.3,135.1,D
-24.892,-58.777,345.7,1.2,1.1,2020-09-26,1755,Aqua,MODIS,85,6.0NRT,314.9,39.2,D
-24.885,-58.732,349.9,1.2,1.1,2020-09-26,1755,Aqua,MODIS,70,6.0NRT,315.6,50.4,D
-24.883,-58.72,364.5,1.2,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,315.2,96.8,D
-24.855,-58.548,387.4,1.2,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,317.9,216.4,D
-24.853,-58.536,363.3,1.2,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,312.9,101.3,D
-24.903,-58.786,372.6,1.1,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,317.9,128,D
-24.902,-58.775,332,1.2,1.1,2020-09-26,1755,Aqua,MODIS,52,6.0NRT,314.7,13,D
-24.894,-58.73,338.3,1.2,1.1,2020-09-26,1755,Aqua,MODIS,72,6.0NRT,315.2,25,D
-24.892,-58.718,384.6,1.2,1.1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,320.1,190.3,D
-24.891,-58.707,331.3,1.2,1.1,2020-09-26,1755,Aqua,MODIS,73,6.0NRT,313.3,13.5,D
-24.864,-58.546,357.5,1.2,1.1,2020-09-26,1755,Aqua,MODIS,98,6.0NRT,312.6,79.4,D
-24.863,-58.534,338.3,1.2,1.1,2020-09-26,1755,Aqua,MODIS,83,6.0NRT,309.9,29.3,D
-24.682,-60.628,380.1,1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,316.8,137.9,D
-24.681,-60.618,381.6,1,1,2020-09-26,1755,Aqua,MODIS,100,6.0NRT,315.4,144.7,D
-24.566,-59.856,332.9,1.1,1,2020-09-26,1755,Aqua,MODIS,74,6.0NRT,311.7,17.5,D
-25.033,-63.064,337.6,1.1,1,2020-09-26,1755,Aqua,MODIS,59,6.0NRT,320.9,18.3,D
-24.691,-60.627,345.5,1,1,2020-09-26,1755,Aqua,MODIS,89,6.0NRT,314.7,35.3,D
-24.576,-59.855,325.8,1.1,1,2020-09-26,1755,Aqua,MODIS,42,6.0NRT,311.2,8.1,D
